buggy,fixed,type
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 267","def greet(name):
    print('Hello, ' + name)
# Sample ID: 267",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 267","def greet(name):
    print('Hello, ' + name)
# Sample ID: 267",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 530","def add(a, b):
    return a + b
# Sample ID: 530",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 530","def add(a, b):
    return a + b
# Sample ID: 530",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 530","def add(a, b):
    return a + b
# Sample ID: 530",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 530","def add(a, b):
    return a + b
# Sample ID: 530",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 530","def add(a, b):
    return a + b
# Sample ID: 530",operator_flip
"while count < 8:
    count -= 1","while count < 8:
    count += 1",operator_flip
"while count < 8:
    count -= 1","while count < 8:
    count += 1",operator_flip
"while count > 8:
    count += 1","while count < 8:
    count += 1",operator_flip
"while count > 8:
    count += 1","while count < 8:
    count += 1",operator_flip
"while count < 8:
    count -= 1","while count < 8:
    count += 1",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 287","def add(a, b):
    return a + b
# Sample ID: 287",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 287","def add(a, b):
    return a + b
# Sample ID: 287",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 287","def add(a, b):
    return a + b
# Sample ID: 287",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 287","def add(a, b):
    return a + b
# Sample ID: 287",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 287","def add(a, b):
    return a + b
# Sample ID: 287",operator_flip
"if value != 98:
    found = True","if value == 98:
    found = True",operator_flip
"if value != 98:
    found = True","if value == 98:
    found = True",operator_flip
"if value != 98:
    found = True","if value == 98:
    found = True",operator_flip
"if value != 98:
    found = True","if value == 98:
    found = True",operator_flip
"if value != 98:
    found = True","if value == 98:
    found = True",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 328","def add(a, b):
    return a + b
# Sample ID: 328",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 328","def add(a, b):
    return a + b
# Sample ID: 328",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 328","def add(a, b):
    return a + b
# Sample ID: 328",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 328","def add(a, b):
    return a + b
# Sample ID: 328",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 328","def add(a, b):
    return a + b
# Sample ID: 328",operator_flip
"def factorial(n):
    if n != 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 549","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 549",operator_flip
"def factorial(n):
    if n == 1:
        return 1
    else:
        return n / factorial(n-1)
# Sample ID: 549","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 549",operator_flip
"def factorial(n):
    if n == 1:
        return 1
    else:
        return n / factorial(n-1)
# Sample ID: 549","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 549",operator_flip
"def factorial(n):
    if n != 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 549","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 549",operator_flip
"def factorial(n):
    if n != 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 549","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 549",operator_flip
"def factorial(n):
    if n == 1:
        return 1
    else:
        return n / factorial(n-1)
# Sample ID: 967","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 967",operator_flip
"def factorial(n):
    if n != 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 967","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 967",operator_flip
"def factorial(n):
    if n == 1:
        return 1
    else:
        return n / factorial(n-1)
# Sample ID: 967","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 967",operator_flip
"def factorial(n):
    if n == 1:
        return 1
    else:
        return n / factorial(n-1)
# Sample ID: 967","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 967",operator_flip
"def factorial(n):
    if n != 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 967","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 967",operator_flip
"if num <= 3:
    count += 1","if num >= 3:
    count += 1",operator_flip
"if num >= 3:
    count -= 1","if num >= 3:
    count += 1",operator_flip
"if num <= 3:
    count += 1","if num >= 3:
    count += 1",operator_flip
"if num >= 3:
    count -= 1","if num >= 3:
    count += 1",operator_flip
"if num <= 3:
    count += 1","if num >= 3:
    count += 1",operator_flip
"max_val = nums[0]
for n in nums:
    if n < max_val:
        max_val = n
return max_val","max_val = nums[0]
for n in nums:
    if n > max_val:
        max_val = n
return max_val",operator_flip
"max_val = nums[0]
for n in nums:
    if n < max_val:
        max_val = n
return max_val","max_val = nums[0]
for n in nums:
    if n > max_val:
        max_val = n
return max_val",operator_flip
"max_val = nums[0]
for n in nums:
    if n < max_val:
        max_val = n
return max_val","max_val = nums[0]
for n in nums:
    if n > max_val:
        max_val = n
return max_val",operator_flip
"max_val = nums[0]
for n in nums:
    if n < max_val:
        max_val = n
return max_val","max_val = nums[0]
for n in nums:
    if n > max_val:
        max_val = n
return max_val",operator_flip
"max_val = nums[0]
for n in nums:
    if n < max_val:
        max_val = n
return max_val","max_val = nums[0]
for n in nums:
    if n > max_val:
        max_val = n
return max_val",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 141","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 141",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 141","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 141",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 141","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 141",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 141","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 141",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 141","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 141",operator_flip
result = x / y,result = x * y,operator_flip
result = x / y,result = x * y,operator_flip
result = x / y,result = x * y,operator_flip
result = x / y,result = x * y,operator_flip
result = x / y,result = x * y,operator_flip
"def add(a, b):
    return a - b
# Sample ID: 651","def add(a, b):
    return a + b
# Sample ID: 651",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 651","def add(a, b):
    return a + b
# Sample ID: 651",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 651","def add(a, b):
    return a + b
# Sample ID: 651",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 651","def add(a, b):
    return a + b
# Sample ID: 651",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 651","def add(a, b):
    return a + b
# Sample ID: 651",operator_flip
"if value != 68:
    found = True","if value == 68:
    found = True",operator_flip
"if value != 68:
    found = True","if value == 68:
    found = True",operator_flip
"if value != 68:
    found = True","if value == 68:
    found = True",operator_flip
"if value != 68:
    found = True","if value == 68:
    found = True",operator_flip
"if value != 68:
    found = True","if value == 68:
    found = True",operator_flip
"max_val = nums[0]
for n in nums:
    if n < max_val:
        max_val = n
return max_val","max_val = nums[0]
for n in nums:
    if n > max_val:
        max_val = n
return max_val",operator_flip
"max_val = nums[0]
for n in nums:
    if n < max_val:
        max_val = n
return max_val","max_val = nums[0]
for n in nums:
    if n > max_val:
        max_val = n
return max_val",operator_flip
"max_val = nums[0]
for n in nums:
    if n < max_val:
        max_val = n
return max_val","max_val = nums[0]
for n in nums:
    if n > max_val:
        max_val = n
return max_val",operator_flip
"max_val = nums[0]
for n in nums:
    if n < max_val:
        max_val = n
return max_val","max_val = nums[0]
for n in nums:
    if n > max_val:
        max_val = n
return max_val",operator_flip
"max_val = nums[0]
for n in nums:
    if n < max_val:
        max_val = n
return max_val","max_val = nums[0]
for n in nums:
    if n > max_val:
        max_val = n
return max_val",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 486","def greet(name):
    print('Hello, ' + name)
# Sample ID: 486",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 486","def greet(name):
    print('Hello, ' + name)
# Sample ID: 486",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 486","def greet(name):
    print('Hello, ' + name)
# Sample ID: 486",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 486","def greet(name):
    print('Hello, ' + name)
# Sample ID: 486",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 486","def greet(name):
    print('Hello, ' + name)
# Sample ID: 486",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 200","def add(a, b):
    return a + b
# Sample ID: 200",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 200","def add(a, b):
    return a + b
# Sample ID: 200",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 200","def add(a, b):
    return a + b
# Sample ID: 200",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 200","def add(a, b):
    return a + b
# Sample ID: 200",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 200","def add(a, b):
    return a + b
# Sample ID: 200",operator_flip
"total = 0
for num in numbers:
    total -= num","total = 0
for num in numbers:
    total += num",operator_flip
"total = 0
for num in numbers:
    total -= num","total = 0
for num in numbers:
    total += num",operator_flip
"total = 0
for num in numbers:
    total -= num","total = 0
for num in numbers:
    total += num",operator_flip
"total = 0
for num in numbers:
    total -= num","total = 0
for num in numbers:
    total += num",operator_flip
"total = 0
for num in numbers:
    total -= num","total = 0
for num in numbers:
    total += num",operator_flip
"result = 0
for i in range(20):
    result -= i","result = 0
for i in range(20):
    result += i",operator_flip
"result = 0
for i in range(20):
    result -= i","result = 0
for i in range(20):
    result += i",operator_flip
"result = 0
for i in range(20):
    result -= i","result = 0
for i in range(20):
    result += i",operator_flip
"result = 0
for i in range(20):
    result -= i","result = 0
for i in range(20):
    result += i",operator_flip
"result = 0
for i in range(20):
    result -= i","result = 0
for i in range(20):
    result += i",operator_flip
"if condition1 or condition2:
    execute()","if condition1 and condition2:
    execute()",operator_flip
"if condition1 or condition2:
    execute()","if condition1 and condition2:
    execute()",operator_flip
"if condition1 or condition2:
    execute()","if condition1 and condition2:
    execute()",operator_flip
"if condition1 or condition2:
    execute()","if condition1 and condition2:
    execute()",operator_flip
"if condition1 or condition2:
    execute()","if condition1 and condition2:
    execute()",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 11","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 11",operator_flip
